文件ID,来源文件,标题,字符数,所属人物,内容身份,分级,分级理由,对应主题,推荐用途,主版本,替代版本,是否需要事实核验,是否存在错误归因风险,芒格模型身份层级,模型身份说明,编辑可信度
DOC-456,content/munger-archive/quotes.md,语录,15268,芒格,人物档案/编辑整理,D,网站入口或索引页，独立思想内容有限。,学习、品格与人生|投资与资本配置|人类误判心理学,内部导航参考,content/munger-archive/quotes.md,无,是,中,,,高
DOC-457,content/munger-archive/quotes/quotes-avoiding-stupidity.md,芒格论避免愚蠢,10117,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,理性训练与避免愚蠢|投资与资本配置|商业判断,语录索引/附录,content/munger-archive/quotes/quotes-avoiding-stupidity.md,无,否,中,,,高
DOC-458,content/munger-archive/quotes/quotes-banking.md,芒格论银行业,1660,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,投资与资本配置|概率与数量思维|激励与制度,语录索引/附录,content/munger-archive/quotes/quotes-banking.md,无,否,中,,,高
DOC-459,content/munger-archive/quotes/quotes-character.md,芒格论品格,6128,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,学习、品格与人生|投资与资本配置|人类误判心理学,语录索引/附录,content/munger-archive/quotes/quotes-character.md,无,否,中,,,高
DOC-460,content/munger-archive/quotes/quotes-circle-of-competence.md,芒格论能力圈,2831,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,逆向与决策工具|投资与资本配置,语录索引/附录,content/munger-archive/quotes/quotes-circle-of-competence.md,无,否,中,,,高
DOC-461,content/munger-archive/quotes/quotes-concentration.md,芒格论集中,1422,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,投资与资本配置,语录索引/附录,content/munger-archive/quotes/quotes-concentration.md,无,否,中,,,高
DOC-462,content/munger-archive/quotes/quotes-cooperation.md,芒格论合作,603,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,学习、品格与人生,语录索引/附录,content/munger-archive/quotes/quotes-cooperation.md,无,否,中,,,高
DOC-463,content/munger-archive/quotes/quotes-costco.md,芒格论好市多,586,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,商业判断,语录索引/附录,content/munger-archive/quotes/quotes-costco.md,无,否,中,,,高
DOC-464,content/munger-archive/quotes/quotes-crypto.md,芒格论加密货币,1581,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,背景资料,语录索引/附录,content/munger-archive/quotes/quotes-crypto.md,无,否,中,,,高
DOC-465,content/munger-archive/quotes/quotes-decision-making.md,芒格论决策,1363,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,理性训练与避免愚蠢|逆向与决策工具,语录索引/附录,content/munger-archive/quotes/quotes-decision-making.md,无,否,中,,,高
DOC-466,content/munger-archive/quotes/quotes-envy.md,芒格论嫉妒,1179,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,人类误判心理学|投资与资本配置|理性训练与避免愚蠢,语录索引/附录,content/munger-archive/quotes/quotes-envy.md,无,否,中,,,高
DOC-467,content/munger-archive/quotes/quotes-ethics.md,芒格论道德伦理,4240,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,投资与资本配置|理性训练与避免愚蠢,语录索引/附录,content/munger-archive/quotes/quotes-ethics.md,无,否,中,,,高
DOC-468,content/munger-archive/quotes/quotes-fairness.md,芒格论公平,1002,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,激励与制度|复杂系统与通用模型,语录索引/附录,content/munger-archive/quotes/quotes-fairness.md,无,否,中,,,高
DOC-469,content/munger-archive/quotes/quotes-happiness.md,芒格论幸福,2570,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,学习、品格与人生|激励与制度|投资与资本配置,语录索引/附录,content/munger-archive/quotes/quotes-happiness.md,无,否,中,,,高
DOC-470,content/munger-archive/quotes/quotes-humility.md,芒格论谦逊,2205,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,理性训练与避免愚蠢|人类误判心理学|投资与资本配置,语录索引/附录,content/munger-archive/quotes/quotes-humility.md,无,否,中,,,高
DOC-471,content/munger-archive/quotes/quotes-incentives.md,芒格论激励,3648,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,激励与制度|人类误判心理学|投资与资本配置,语录索引/附录,content/munger-archive/quotes/quotes-incentives.md,无,否,中,,,高
DOC-472,content/munger-archive/quotes/quotes-independence.md,芒格论独立,6782,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,理性训练与避免愚蠢|投资与资本配置|商业判断,语录索引/附录,content/munger-archive/quotes/quotes-independence.md,无,否,中,,,高
DOC-473,content/munger-archive/quotes/quotes-inversion.md,芒格谈逆向思考,730,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,逆向与决策工具|人类误判心理学,语录索引/附录,content/munger-archive/quotes/quotes-inversion.md,无,否,中,,,高
DOC-474,content/munger-archive/quotes/quotes-learning.md,芒格谈学习,7391,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,学习、品格与人生|知识格栅与多元模型|投资与资本配置,语录索引/附录,content/munger-archive/quotes/quotes-learning.md,无,否,中,,,高
DOC-475,content/munger-archive/quotes/quotes-money.md,芒格谈金钱与费用,3663,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,商业判断|投资与资本配置|理性训练与避免愚蠢,语录索引/附录,content/munger-archive/quotes/quotes-money.md,无,否,中,,,高
DOC-476,content/munger-archive/quotes/quotes-opportunity.md,芒格论机遇,3949,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,投资与资本配置|逆向与决策工具|学习、品格与人生,语录索引/附录,content/munger-archive/quotes/quotes-opportunity.md,无,否,中,,,高
DOC-477,content/munger-archive/quotes/quotes-partnership.md,芒格论合伙,1954,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,投资与资本配置|商业判断|学习、品格与人生,语录索引/附录,content/munger-archive/quotes/quotes-partnership.md,无,否,中,,,高
DOC-478,content/munger-archive/quotes/quotes-patience.md,芒格论耐心,3058,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,投资与资本配置|学习、品格与人生|商业判断,语录索引/附录,content/munger-archive/quotes/quotes-patience.md,无,否,中,,,高
DOC-479,content/munger-archive/quotes/quotes-quality.md,芒格论质量与护城河,5207,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,商业判断|投资与资本配置|复杂系统与通用模型,语录索引/附录,content/munger-archive/quotes/quotes-quality.md,无,否,中,,,高
DOC-480,content/munger-archive/quotes/quotes-reading.md,芒格论阅读,1026,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,学习、品格与人生,语录索引/附录,content/munger-archive/quotes/quotes-reading.md,无,否,中,,,高
DOC-481,content/munger-archive/quotes/quotes-simplicity.md,芒格论简单,2082,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,知识格栅与多元模型|投资与资本配置,语录索引/附录,content/munger-archive/quotes/quotes-simplicity.md,无,否,中,,,高
DOC-482,content/munger-archive/quotes/quotes-temperament.md,芒格论性情,8826,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,学习、品格与人生|投资与资本配置|理性训练与避免愚蠢,语录索引/附录,content/munger-archive/quotes/quotes-temperament.md,无,否,中,,,高
DOC-483,content/munger-archive/quotes/quotes-wit.md,芒格论风趣,5766,芒格,语录索引与二次编排,C,语录适合索引和检索，缺少上下文时不作为主书论证主体。,投资与资本配置|理性训练与避免愚蠢|人类误判心理学,语录索引/附录,content/munger-archive/quotes/quotes-wit.md,无,否,中,,,高
DOC-484,content/munger-archive/recordings.md,影音记录,17082,芒格,人物档案/编辑整理,D,网站入口或索引页，独立思想内容有限。,商业判断,内部导航参考,content/munger-archive/recordings.md,无,是,中,,,高
DOC-485,content/munger-archive/recordings/acquired-charlie-munger-2023.md,查理·芒格做客 Acquired 播客（2023）,3801,芒格,访谈/会议转录与中文翻译,B,访谈和会议提供晚年实践语境，适合按主题抽取。,学习、品格与人生|商业判断|投资与资本配置,案例/延伸阅读,content/munger-archive/recordings/acquired-charlie-munger-2023.md,无,否,低,,,高
DOC-486,content/munger-archive/recordings/bbc-boom-and-bust-2009.md,查理·芒格论繁荣与萧条（BBC，2009）,856,芒格,访谈/会议转录与中文翻译,B,访谈和会议提供晚年实践语境，适合按主题抽取。,激励与制度|投资与资本配置|学习、品格与人生,案例/延伸阅读,content/munger-archive/recordings/bbc-boom-and-bust-2009.md,无,否,低,,,高
DOC-487,content/munger-archive/recordings/berkshire-2023-annual-meeting.md,伯克希尔-哈撒韦2023年年度股东大会——巴菲特与芒格最后一次同台,858,芒格,访谈/会议转录与中文翻译,B,访谈和会议提供晚年实践语境，适合按主题抽取。,学习、品格与人生,案例/延伸阅读,content/munger-archive/recordings/berkshire-2023-annual-meeting.md,无,否,低,,,高
DOC-488,content/munger-archive/recordings/berkshire-hathaway-annual-meetings.md,伯克希尔-哈撒韦年度股东大会（1994年至今）,1368,芒格,访谈/会议转录与中文翻译,B,访谈和会议提供晚年实践语境，适合按主题抽取。,投资与资本配置|学习、品格与人生|复杂系统与通用模型,案例/延伸阅读,content/munger-archive/recordings/berkshire-hathaway-annual-meetings.md,无,否,低,,,高
DOC-489,content/munger-archive/recordings/caltech-2008.md,加州理工学院杜布里奇杰出讲座（2008）,1061,芒格,访谈/会议转录与中文翻译,B,访谈和会议提供晚年实践语境，适合按主题抽取。,复杂系统与通用模型|学习、品格与人生|投资与资本配置,案例/延伸阅读,content/munger-archive/recordings/caltech-2008.md,无,否,低,,,高
DOC-490,content/munger-archive/recordings/caltech-2020.md,与查理·芒格的一席谈——加州理工学院杰出校友（2020）,1101,芒格,访谈/会议转录与中文翻译,B,访谈和会议提供晚年实践语境，适合按主题抽取。,理性训练与避免愚蠢|概率与数量思维|学习、品格与人生,案例/延伸阅读,content/munger-archive/recordings/caltech-2020.md,无,否,低,,,高
DOC-491,content/munger-archive/recordings/cnbc-2019.md,查理·芒格谈投资（CNBC，2019）,912,芒格,访谈/会议转录与中文翻译,B,访谈和会议提供晚年实践语境，适合按主题抽取。,投资与资本配置|商业判断|学习、品格与人生,案例/延伸阅读,content/munger-archive/recordings/cnbc-2019.md,无,否,低,,,高
